"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - Hungary (HU)","Actual Total Load [MW] - Hungary (HU)"
"28.08.2022 09:30 - 28.08.2022 09:45","3914","3894"
"28.08.2022 09:45 - 28.08.2022 10:00","3923","3898"
"28.08.2022 10:00 - 28.08.2022 10:15","3968","3979"
"28.08.2022 10:15 - 28.08.2022 10:30","4039","3930"
"28.08.2022 10:30 - 28.08.2022 10:45","4053","3971"
"28.08.2022 10:45 - 28.08.2022 11:00","4061","3943"
"28.08.2022 11:00 - 28.08.2022 11:15","4098","4018"
"28.08.2022 11:15 - 28.08.2022 11:30","4118","4031"
"28.08.2022 11:30 - 28.08.2022 11:45","4112","4055"
"28.08.2022 11:45 - 28.08.2022 12:00","4149","4069"
"28.08.2022 12:00 - 28.08.2022 12:15","4134","4060"
"28.08.2022 12:15 - 28.08.2022 12:30","4152","4066"
"28.08.2022 12:30 - 28.08.2022 12:45","4098","4061"
"28.08.2022 12:45 - 28.08.2022 13:00","4106","4049"
"28.08.2022 13:00 - 28.08.2022 13:15","4084","4045"
"28.08.2022 13:15 - 28.08.2022 13:30","4051","4042"
"28.08.2022 13:30 - 28.08.2022 13:45","3996","4035"
"28.08.2022 13:45 - 28.08.2022 14:00","3970","4030"
"28.08.2022 14:00 - 28.08.2022 14:15","3983","4077"
"28.08.2022 14:15 - 28.08.2022 14:30","3962","4140"
"28.08.2022 14:30 - 28.08.2022 14:45","3970","4184"
"28.08.2022 14:45 - 28.08.2022 15:00","3984","4253"
"28.08.2022 15:00 - 28.08.2022 15:15","3986","4290"
"28.08.2022 15:15 - 28.08.2022 15:30","3974","4380"
"28.08.2022 15:30 - 28.08.2022 15:45","4003","4382"
"28.08.2022 15:45 - 28.08.2022 16:00","4020","4407"
"28.08.2022 16:00 - 28.08.2022 16:15","4094","4523"
"28.08.2022 16:15 - 28.08.2022 16:30","4118","4553"
"28.08.2022 16:30 - 28.08.2022 16:45","4132","4598"
"28.08.2022 16:45 - 28.08.2022 17:00","4143","4614"
"28.08.2022 17:00 - 28.08.2022 17:15","4172","4657"
"28.08.2022 17:15 - 28.08.2022 17:30","4186","4688"
"28.08.2022 17:30 - 28.08.2022 17:45","4225","4701"
"28.08.2022 17:45 - 28.08.2022 18:00","4282","4719"
"28.08.2022 18:00 - 28.08.2022 18:15","4359","4732"
"28.08.2022 18:15 - 28.08.2022 18:30","4346","4759"
"28.08.2022 18:30 - 28.08.2022 18:45","4406","4759"
"28.08.2022 18:45 - 28.08.2022 19:00","4448","4791"
"28.08.2022 19:00 - 28.08.2022 19:15","4467","4822"
"28.08.2022 19:15 - 28.08.2022 19:30","4469","4843"
"28.08.2022 19:30 - 28.08.2022 19:45","4489","4886"
"28.08.2022 19:45 - 28.08.2022 20:00","4528","4997"
"28.08.2022 20:00 - 28.08.2022 20:15","4543","5054"
"28.08.2022 20:15 - 28.08.2022 20:30","4626","5057"
"28.08.2022 20:30 - 28.08.2022 20:45","4720","5036"
"28.08.2022 20:45 - 28.08.2022 21:00","4707","4965"
"28.08.2022 21:00 - 28.08.2022 21:15","4673","4888"
"28.08.2022 21:15 - 28.08.2022 21:30","4625","4807"
"28.08.2022 21:30 - 28.08.2022 21:45","4537","4734"
"28.08.2022 21:45 - 28.08.2022 22:00","4433","4658"
"28.08.2022 22:00 - 28.08.2022 22:15","4364","4578"
"28.08.2022 22:15 - 28.08.2022 22:30","4280","4510"
"28.08.2022 22:30 - 28.08.2022 22:45","4182","4424"
"28.08.2022 22:45 - 28.08.2022 23:00","4048","4350"
"28.08.2022 23:00 - 28.08.2022 23:15","4015","4306"
"28.08.2022 23:15 - 28.08.2022 23:30","3952","4241"
"28.08.2022 23:30 - 28.08.2022 23:45","3893","4182"
"28.08.2022 23:45 - 29.08.2022 00:00","3814","4116"
"29.08.2022 00:00 - 29.08.2022 00:15","3648","4019"
"29.08.2022 00:15 - 29.08.2022 00:30","3586","3979"
"29.08.2022 00:30 - 29.08.2022 00:45","3549","3944"
"29.08.2022 00:45 - 29.08.2022 01:00","3497","3885"
"29.08.2022 01:00 - 29.08.2022 01:15","3461","3852"
"29.08.2022 01:15 - 29.08.2022 01:30","3423","3811"
"29.08.2022 01:30 - 29.08.2022 01:45","3399","3778"
"29.08.2022 01:45 - 29.08.2022 02:00","3439","3747"
"29.08.2022 02:00 - 29.08.2022 02:15","3421","3726"
"29.08.2022 02:15 - 29.08.2022 02:30","3410","3721"
"29.08.2022 02:30 - 29.08.2022 02:45","3388","3692"
"29.08.2022 02:45 - 29.08.2022 03:00","3381","3676"
"29.08.2022 03:00 - 29.08.2022 03:15","3373","3683"
"29.08.2022 03:15 - 29.08.2022 03:30","3351","3675"
"29.08.2022 03:30 - 29.08.2022 03:45","3338","3671"
"29.08.2022 03:45 - 29.08.2022 04:00","3334","3677"
"29.08.2022 04:00 - 29.08.2022 04:15","3383","3722"
"29.08.2022 04:15 - 29.08.2022 04:30","3418","3755"
"29.08.2022 04:30 - 29.08.2022 04:45","3456","3807"
"29.08.2022 04:45 - 29.08.2022 05:00","3507","3867"
"29.08.2022 05:00 - 29.08.2022 05:15","3542","3972"
"29.08.2022 05:15 - 29.08.2022 05:30","3614","4040"
"29.08.2022 05:30 - 29.08.2022 05:45","3682","4127"
"29.08.2022 05:45 - 29.08.2022 06:00","3706","4203"
"29.08.2022 06:00 - 29.08.2022 06:15","3906","4426"
"29.08.2022 06:15 - 29.08.2022 06:30","4083","4595"
"29.08.2022 06:30 - 29.08.2022 06:45","4188","4691"
"29.08.2022 06:45 - 29.08.2022 07:00","4238","4767"
"29.08.2022 07:00 - 29.08.2022 07:15","4362","4869"
"29.08.2022 07:15 - 29.08.2022 07:30","4431","4919"
"29.08.2022 07:30 - 29.08.2022 07:45","4493","4936"
"29.08.2022 07:45 - 29.08.2022 08:00","4501","4926"
"29.08.2022 08:00 - 29.08.2022 08:15","4462","4903"
"29.08.2022 08:15 - 29.08.2022 08:30","4414","4920"
"29.08.2022 08:30 - 29.08.2022 08:45","4377","4938"
"29.08.2022 08:45 - 29.08.2022 09:00","4352","4937"
"29.08.2022 09:00 - 29.08.2022 09:15","4348","4936"
"29.08.2022 09:15 - 29.08.2022 09:30","4298","4957"
"29.08.2022 09:30 - 29.08.2022 09:45","4286","4967"
"29.08.2022 09:45 - 29.08.2022 10:00","4251","4943"
"29.08.2022 10:00 - 29.08.2022 10:15","4228","4962"
"29.08.2022 10:15 - 29.08.2022 10:30","4298","4977"
"29.08.2022 10:30 - 29.08.2022 10:45","4320","4892"
"29.08.2022 10:45 - 29.08.2022 11:00","4310","4866"
"29.08.2022 11:00 - 29.08.2022 11:15","4296","4856"
"29.08.2022 11:15 - 29.08.2022 11:30","4365","4907"
"29.08.2022 11:30 - 29.08.2022 11:45","4302","4938"
"29.08.2022 11:45 - 29.08.2022 12:00","4281","4942"
"29.08.2022 12:00 - 29.08.2022 12:15","4379","4956"
"29.08.2022 12:15 - 29.08.2022 12:30","4421","4942"
"29.08.2022 12:30 - 29.08.2022 12:45","4357","4980"
"29.08.2022 12:45 - 29.08.2022 13:00","4436","5052"
"29.08.2022 13:00 - 29.08.2022 13:15","4411","5034"
"29.08.2022 13:15 - 29.08.2022 13:30","4398","5029"
"29.08.2022 13:30 - 29.08.2022 13:45","4377","5022"
"29.08.2022 13:45 - 29.08.2022 14:00","4290","4972"
"29.08.2022 14:00 - 29.08.2022 14:15","4377","5033"
"29.08.2022 14:15 - 29.08.2022 14:30","4374","5063"
"29.08.2022 14:30 - 29.08.2022 14:45","4426","5096"
"29.08.2022 14:45 - 29.08.2022 15:00","4487","5124"
"29.08.2022 15:00 - 29.08.2022 15:15","4504","5152"
"29.08.2022 15:15 - 29.08.2022 15:30","4479","5189"
"29.08.2022 15:30 - 29.08.2022 15:45","4503","5235"
"29.08.2022 15:45 - 29.08.2022 16:00","4507","5274"
"29.08.2022 16:00 - 29.08.2022 16:15","4540","5281"
"29.08.2022 16:15 - 29.08.2022 16:30","4614","5377"
"29.08.2022 16:30 - 29.08.2022 16:45","4693","5373"
"29.08.2022 16:45 - 29.08.2022 17:00","4696","5378"
"29.08.2022 17:00 - 29.08.2022 17:15","4688","5423"
"29.08.2022 17:15 - 29.08.2022 17:30","4742","5433"
"29.08.2022 17:30 - 29.08.2022 17:45","4756","5437"
"29.08.2022 17:45 - 29.08.2022 18:00","4794","5397"
"29.08.2022 18:00 - 29.08.2022 18:15","4840","5379"
"29.08.2022 18:15 - 29.08.2022 18:30","4875","5389"
"29.08.2022 18:30 - 29.08.2022 18:45","4899","5418"
"29.08.2022 18:45 - 29.08.2022 19:00","4926","5451"
"29.08.2022 19:00 - 29.08.2022 19:15","4942","5458"
"29.08.2022 19:15 - 29.08.2022 19:30","4946","5480"
"29.08.2022 19:30 - 29.08.2022 19:45","4971","5525"
"29.08.2022 19:45 - 29.08.2022 20:00","5044","5637"
"29.08.2022 20:00 - 29.08.2022 20:15","5073","5659"
"29.08.2022 20:15 - 29.08.2022 20:30","5061","5640"
"29.08.2022 20:30 - 29.08.2022 20:45","5031","5590"
"29.08.2022 20:45 - 29.08.2022 21:00","4961","5503"
"29.08.2022 21:00 - 29.08.2022 21:15","4902","5425"
"29.08.2022 21:15 - 29.08.2022 21:30","4817","5342"
"29.08.2022 21:30 - 29.08.2022 21:45","4710","5231"
"29.08.2022 21:45 - 29.08.2022 22:00","4611","5123"
"29.08.2022 22:00 - 29.08.2022 22:15","4543","5049"
"29.08.2022 22:15 - 29.08.2022 22:30","4511","4999"
"29.08.2022 22:30 - 29.08.2022 22:45","4455","4966"
"29.08.2022 22:45 - 29.08.2022 23:00","4394","4875"
"29.08.2022 23:00 - 29.08.2022 23:15","4400","4848"
"29.08.2022 23:15 - 29.08.2022 23:30","4339","4782"
"29.08.2022 23:30 - 29.08.2022 23:45","4309","4747"
"29.08.2022 23:45 - 30.08.2022 00:00","4208","4670"
"30.08.2022 00:00 - 30.08.2022 00:15","4078","4530"
"30.08.2022 00:15 - 30.08.2022 00:30","4028","4490"
"30.08.2022 00:30 - 30.08.2022 00:45","4010","4451"
"30.08.2022 00:45 - 30.08.2022 01:00","4029","4399"
"30.08.2022 01:00 - 30.08.2022 01:15","3987","4337"
"30.08.2022 01:15 - 30.08.2022 01:30","3895","4286"
"30.08.2022 01:30 - 30.08.2022 01:45","3822","4222"
"30.08.2022 01:45 - 30.08.2022 02:00","3829","4177"
"30.08.2022 02:00 - 30.08.2022 02:15","3796","4134"
"30.08.2022 02:15 - 30.08.2022 02:30","3727","4120"
"30.08.2022 02:30 - 30.08.2022 02:45","3669","4102"
"30.08.2022 02:45 - 30.08.2022 03:00","3644","4085"
"30.08.2022 03:00 - 30.08.2022 03:15","3652","4070"
"30.08.2022 03:15 - 30.08.2022 03:30","3651","4064"
"30.08.2022 03:30 - 30.08.2022 03:45","3647","4067"
"30.08.2022 03:45 - 30.08.2022 04:00","3629","4067"
"30.08.2022 04:00 - 30.08.2022 04:15","3658","4109"
"30.08.2022 04:15 - 30.08.2022 04:30","3687","4144"
"30.08.2022 04:30 - 30.08.2022 04:45","3723","4162"
"30.08.2022 04:45 - 30.08.2022 05:00","3779","4207"
"30.08.2022 05:00 - 30.08.2022 05:15","3861","4283"
"30.08.2022 05:15 - 30.08.2022 05:30","3912","4336"
"30.08.2022 05:30 - 30.08.2022 05:45","3955","4383"
"30.08.2022 05:45 - 30.08.2022 06:00","3976","4408"
"30.08.2022 06:00 - 30.08.2022 06:15","4120","4625"
"30.08.2022 06:15 - 30.08.2022 06:30","4295","4783"
"30.08.2022 06:30 - 30.08.2022 06:45","4399","4850"
"30.08.2022 06:45 - 30.08.2022 07:00","4475","4903"
"30.08.2022 07:00 - 30.08.2022 07:15","4578","5009"
"30.08.2022 07:15 - 30.08.2022 07:30","4629","5051"
"30.08.2022 07:30 - 30.08.2022 07:45","4624","5067"
"30.08.2022 07:45 - 30.08.2022 08:00","4591","5045"
"30.08.2022 08:00 - 30.08.2022 08:15","4570","5005"
"30.08.2022 08:15 - 30.08.2022 08:30","4567","4990"
"30.08.2022 08:30 - 30.08.2022 08:45","4530","5008"
"30.08.2022 08:45 - 30.08.2022 09:00","4497","4977"
"30.08.2022 09:00 - 30.08.2022 09:15","4460","4951"
"30.08.2022 09:15 - 30.08.2022 09:30","4432","4934"
"30.08.2022 09:30 - 30.08.2022 09:45","4405","4931"
"30.08.2022 09:45 - 30.08.2022 10:00","4393","4903"
"30.08.2022 10:00 - 30.08.2022 10:15","4365","4861"
"30.08.2022 10:15 - 30.08.2022 10:30","4363","4845"
"30.08.2022 10:30 - 30.08.2022 10:45","4337","4805"
"30.08.2022 10:45 - 30.08.2022 11:00","4334","4818"
"30.08.2022 11:00 - 30.08.2022 11:15","4276","4820"
"30.08.2022 11:15 - 30.08.2022 11:30","4296","4877"
"30.08.2022 11:30 - 30.08.2022 11:45","4224","4896"
"30.08.2022 11:45 - 30.08.2022 12:00","4232","4896"
"30.08.2022 12:00 - 30.08.2022 12:15","4295","4884"
"30.08.2022 12:15 - 30.08.2022 12:30","4269","4926"
"30.08.2022 12:30 - 30.08.2022 12:45","4294","4954"
"30.08.2022 12:45 - 30.08.2022 13:00","4329","4931"
"30.08.2022 13:00 - 30.08.2022 13:15","4328","4936"
"30.08.2022 13:15 - 30.08.2022 13:30","4319","4914"
"30.08.2022 13:30 - 30.08.2022 13:45","4304","4880"
"30.08.2022 13:45 - 30.08.2022 14:00","4224","4843"
"30.08.2022 14:00 - 30.08.2022 14:15","4278","4909"
"30.08.2022 14:15 - 30.08.2022 14:30","4318","4955"
"30.08.2022 14:30 - 30.08.2022 14:45","4346","5007"
"30.08.2022 14:45 - 30.08.2022 15:00","4405","5039"
"30.08.2022 15:00 - 30.08.2022 15:15","4459","5139"
"30.08.2022 15:15 - 30.08.2022 15:30","4430","5131"
"30.08.2022 15:30 - 30.08.2022 15:45","4515","5169"
"30.08.2022 15:45 - 30.08.2022 16:00","4519","5152"
"30.08.2022 16:00 - 30.08.2022 16:15","4572","5197"
"30.08.2022 16:15 - 30.08.2022 16:30","4700","5260"
"30.08.2022 16:30 - 30.08.2022 16:45","4809","5291"
"30.08.2022 16:45 - 30.08.2022 17:00","4833","5316"
"30.08.2022 17:00 - 30.08.2022 17:15","4881","5342"
"30.08.2022 17:15 - 30.08.2022 17:30","4899","5361"
"30.08.2022 17:30 - 30.08.2022 17:45","4902","5372"
"30.08.2022 17:45 - 30.08.2022 18:00","4926","5401"
"30.08.2022 18:00 - 30.08.2022 18:15","4951","5430"
"30.08.2022 18:15 - 30.08.2022 18:30","4974","5458"
"30.08.2022 18:30 - 30.08.2022 18:45","5006","5500"
"30.08.2022 18:45 - 30.08.2022 19:00","5033","5523"
"30.08.2022 19:00 - 30.08.2022 19:15","5040","5528"
"30.08.2022 19:15 - 30.08.2022 19:30","5036","5523"
"30.08.2022 19:30 - 30.08.2022 19:45","5067","5573"
"30.08.2022 19:45 - 30.08.2022 20:00","5133","5713"
"30.08.2022 20:00 - 30.08.2022 20:15","5223","5723"
"30.08.2022 20:15 - 30.08.2022 20:30","5218","5687"
"30.08.2022 20:30 - 30.08.2022 20:45","5195","5645"
"30.08.2022 20:45 - 30.08.2022 21:00","5136","5569"
"30.08.2022 21:00 - 30.08.2022 21:15","5070","5484"
"30.08.2022 21:15 - 30.08.2022 21:30","4988","5356"
"30.08.2022 21:30 - 30.08.2022 21:45","4900","5233"
"30.08.2022 21:45 - 30.08.2022 22:00","4795","5111"
"30.08.2022 22:00 - 30.08.2022 22:15","4731","5048"
"30.08.2022 22:15 - 30.08.2022 22:30","4692","5012"
"30.08.2022 22:30 - 30.08.2022 22:45","4636","4976"
"30.08.2022 22:45 - 30.08.2022 23:00","4562","4895"
"30.08.2022 23:00 - 30.08.2022 23:15","4534","4855"
"30.08.2022 23:15 - 30.08.2022 23:30","4497","4795"
"30.08.2022 23:30 - 30.08.2022 23:45","4459","4765"
"30.08.2022 23:45 - 31.08.2022 00:00","4364","4668"
"31.08.2022 00:00 - 31.08.2022 00:15","4337","4542"
"31.08.2022 00:15 - 31.08.2022 00:30","4281","4500"
"31.08.2022 00:30 - 31.08.2022 00:45","4240","4476"
"31.08.2022 00:45 - 31.08.2022 01:00","4227","4402"
"31.08.2022 01:00 - 31.08.2022 01:15","4185","4352"
"31.08.2022 01:15 - 31.08.2022 01:30","4097","4297"
"31.08.2022 01:30 - 31.08.2022 01:45","4023","4216"
"31.08.2022 01:45 - 31.08.2022 02:00","4023","4160"
"31.08.2022 02:00 - 31.08.2022 02:15","3975","4119"
"31.08.2022 02:15 - 31.08.2022 02:30","3919","4107"
"31.08.2022 02:30 - 31.08.2022 02:45","3871","4084"
"31.08.2022 02:45 - 31.08.2022 03:00","3844","4070"
"31.08.2022 03:00 - 31.08.2022 03:15","3856","4063"
"31.08.2022 03:15 - 31.08.2022 03:30","3849","4048"
"31.08.2022 03:30 - 31.08.2022 03:45","3829","4052"
"31.08.2022 03:45 - 31.08.2022 04:00","3815","4049"
"31.08.2022 04:00 - 31.08.2022 04:15","3839","4068"
"31.08.2022 04:15 - 31.08.2022 04:30","3870","4099"
"31.08.2022 04:30 - 31.08.2022 04:45","3914","4147"
"31.08.2022 04:45 - 31.08.2022 05:00","3968","4200"
"31.08.2022 05:00 - 31.08.2022 05:15","4035","4272"
"31.08.2022 05:15 - 31.08.2022 05:30","4094","4330"
"31.08.2022 05:30 - 31.08.2022 05:45","4133","4364"
"31.08.2022 05:45 - 31.08.2022 06:00","4172","4382"
"31.08.2022 06:00 - 31.08.2022 06:15","4324","4586"
"31.08.2022 06:15 - 31.08.2022 06:30","4480","4736"
"31.08.2022 06:30 - 31.08.2022 06:45","4558","4812"
"31.08.2022 06:45 - 31.08.2022 07:00","4624","4880"
"31.08.2022 07:00 - 31.08.2022 07:15","4736","4963"
"31.08.2022 07:15 - 31.08.2022 07:30","4762","4996"
"31.08.2022 07:30 - 31.08.2022 07:45","4735","4993"
"31.08.2022 07:45 - 31.08.2022 08:00","4714","4931"
"31.08.2022 08:00 - 31.08.2022 08:15","4701","4905"
"31.08.2022 08:15 - 31.08.2022 08:30","4718","4918"
"31.08.2022 08:30 - 31.08.2022 08:45","4715","4918"
"31.08.2022 08:45 - 31.08.2022 09:00","4652","4883"
"31.08.2022 09:00 - 31.08.2022 09:15","4621","4870"
"31.08.2022 09:15 - 31.08.2022 09:30","4610","4859"
"31.08.2022 09:30 - 31.08.2022 09:45","4592","4839"
"31.08.2022 09:45 - 31.08.2022 10:00","4554","4802"
"31.08.2022 10:00 - 31.08.2022 10:15","4515","4769"
"31.08.2022 10:15 - 31.08.2022 10:30","4542","4780"
"31.08.2022 10:30 - 31.08.2022 10:45","4500","4817"
"31.08.2022 10:45 - 31.08.2022 11:00","4497","4762"
"31.08.2022 11:00 - 31.08.2022 11:15","4487","4763"
"31.08.2022 11:15 - 31.08.2022 11:30","4553","4770"
"31.08.2022 11:30 - 31.08.2022 11:45","4506","4800"
"31.08.2022 11:45 - 31.08.2022 12:00","4532","4787"
"31.08.2022 12:00 - 31.08.2022 12:15","4490","4805"
"31.08.2022 12:15 - 31.08.2022 12:30","4520","4853"
"31.08.2022 12:30 - 31.08.2022 12:45","4603","4900"
"31.08.2022 12:45 - 31.08.2022 13:00","4713","4923"
"31.08.2022 13:00 - 31.08.2022 13:15","4639","4900"
"31.08.2022 13:15 - 31.08.2022 13:30","4660","4918"
"31.08.2022 13:30 - 31.08.2022 13:45","4637","4891"
"31.08.2022 13:45 - 31.08.2022 14:00","4551","4881"
"31.08.2022 14:00 - 31.08.2022 14:15","4620","4949"
"31.08.2022 14:15 - 31.08.2022 14:30","4684","5007"
"31.08.2022 14:30 - 31.08.2022 14:45","4769","5062"
"31.08.2022 14:45 - 31.08.2022 15:00","4872","5142"
"31.08.2022 15:00 - 31.08.2022 15:15","4942","5178"
"31.08.2022 15:15 - 31.08.2022 15:30","4934","5206"
"31.08.2022 15:30 - 31.08.2022 15:45","4983","5232"
"31.08.2022 15:45 - 31.08.2022 16:00","4994","5305"
"31.08.2022 16:00 - 31.08.2022 16:15","5012","5331"
"31.08.2022 16:15 - 31.08.2022 16:30","5026","5377"
"31.08.2022 16:30 - 31.08.2022 16:45","5053","5411"
"31.08.2022 16:45 - 31.08.2022 17:00","5068","5393"
"31.08.2022 17:00 - 31.08.2022 17:15","5125","5397"
"31.08.2022 17:15 - 31.08.2022 17:30","5136","5413"
"31.08.2022 17:30 - 31.08.2022 17:45","5127","5412"
"31.08.2022 17:45 - 31.08.2022 18:00","5141","5422"
"31.08.2022 18:00 - 31.08.2022 18:15","5148","5417"
"31.08.2022 18:15 - 31.08.2022 18:30","5157","5429"
"31.08.2022 18:30 - 31.08.2022 18:45","5200","5451"
"31.08.2022 18:45 - 31.08.2022 19:00","5201","5487"
"31.08.2022 19:00 - 31.08.2022 19:15","5206","5494"
"31.08.2022 19:15 - 31.08.2022 19:30","5217","5528"
"31.08.2022 19:30 - 31.08.2022 19:45","5266","5586"
"31.08.2022 19:45 - 31.08.2022 20:00","5345","5674"
"31.08.2022 20:00 - 31.08.2022 20:15","5415","5640"
"31.08.2022 20:15 - 31.08.2022 20:30","5413","5611"
"31.08.2022 20:30 - 31.08.2022 20:45","5385","5584"
"31.08.2022 20:45 - 31.08.2022 21:00","5329","5492"
"31.08.2022 21:00 - 31.08.2022 21:15","5238","5404"
"31.08.2022 21:15 - 31.08.2022 21:30","5161","5316"
"31.08.2022 21:30 - 31.08.2022 21:45","5050","5192"
"31.08.2022 21:45 - 31.08.2022 22:00","4960","5082"
"31.08.2022 22:00 - 31.08.2022 22:15","4896","4999"
"31.08.2022 22:15 - 31.08.2022 22:30","4835","4954"
"31.08.2022 22:30 - 31.08.2022 22:45","4778","4898"
"31.08.2022 22:45 - 31.08.2022 23:00","4708","4811"
"31.08.2022 23:00 - 31.08.2022 23:15","4683","4783"
"31.08.2022 23:15 - 31.08.2022 23:30","4632","4726"
"31.08.2022 23:30 - 31.08.2022 23:45","4610","4696"
"31.08.2022 23:45 - 01.09.2022 00:00","4521","4601"
"01.09.2022 00:00 - 01.09.2022 00:15","4332","4477"
"01.09.2022 00:15 - 01.09.2022 00:30","4276","4415"
"01.09.2022 00:30 - 01.09.2022 00:45","4235","4366"
"01.09.2022 00:45 - 01.09.2022 01:00","4222","4315"
"01.09.2022 01:00 - 01.09.2022 01:15","4180","4275"
"01.09.2022 01:15 - 01.09.2022 01:30","4092","4212"
"01.09.2022 01:30 - 01.09.2022 01:45","4018","4156"
"01.09.2022 01:45 - 01.09.2022 02:00","4018","4085"
"01.09.2022 02:00 - 01.09.2022 02:15","3970","4044"
"01.09.2022 02:15 - 01.09.2022 02:30","3914","4035"
"01.09.2022 02:30 - 01.09.2022 02:45","3866","4008"
"01.09.2022 02:45 - 01.09.2022 03:00","3839","3994"
"01.09.2022 03:00 - 01.09.2022 03:15","3851","3991"
"01.09.2022 03:15 - 01.09.2022 03:30","3844","3980"
"01.09.2022 03:30 - 01.09.2022 03:45","3824","3964"
"01.09.2022 03:45 - 01.09.2022 04:00","3810","3964"
"01.09.2022 04:00 - 01.09.2022 04:15","3834","4005"
"01.09.2022 04:15 - 01.09.2022 04:30","3865","4031"
"01.09.2022 04:30 - 01.09.2022 04:45","3909","4087"
"01.09.2022 04:45 - 01.09.2022 05:00","3963","4129"
"01.09.2022 05:00 - 01.09.2022 05:15","4030","4207"
"01.09.2022 05:15 - 01.09.2022 05:30","4089","4279"
"01.09.2022 05:30 - 01.09.2022 05:45","4127","4350"
"01.09.2022 05:45 - 01.09.2022 06:00","4173","4422"
"01.09.2022 06:00 - 01.09.2022 06:15","4320","4632"
"01.09.2022 06:15 - 01.09.2022 06:30","4484","4807"
"01.09.2022 06:30 - 01.09.2022 06:45","4573","4913"
"01.09.2022 06:45 - 01.09.2022 07:00","4656","5000"
"01.09.2022 07:00 - 01.09.2022 07:15","4790","5087"
"01.09.2022 07:15 - 01.09.2022 07:30","4844","5124"
"01.09.2022 07:30 - 01.09.2022 07:45","4851","5140"
"01.09.2022 07:45 - 01.09.2022 08:00","4870","5129"
"01.09.2022 08:00 - 01.09.2022 08:15","4902","5133"
"01.09.2022 08:15 - 01.09.2022 08:30","4974","5166"
"01.09.2022 08:30 - 01.09.2022 08:45","5032","5191"
"01.09.2022 08:45 - 01.09.2022 09:00","5026","5192"
"01.09.2022 09:00 - 01.09.2022 09:15","5041","5200"
"01.09.2022 09:15 - 01.09.2022 09:30","5066","5195"
"01.09.2022 09:30 - 01.09.2022 09:45","5081","5201"
"01.09.2022 09:45 - 01.09.2022 10:00","5070","5176"
"01.09.2022 10:00 - 01.09.2022 10:15","5057","5179"
"01.09.2022 10:15 - 01.09.2022 10:30","5106","5207"
"01.09.2022 10:30 - 01.09.2022 10:45","5082","5192"
"01.09.2022 10:45 - 01.09.2022 11:00","5092","5152"
"01.09.2022 11:00 - 01.09.2022 11:15","5092","5116"
"01.09.2022 11:15 - 01.09.2022 11:30","5161","5099"
"01.09.2022 11:30 - 01.09.2022 11:45","5115","5050"
"01.09.2022 11:45 - 01.09.2022 12:00","5138","5040"
"01.09.2022 12:00 - 01.09.2022 12:15","5091","5012"
"01.09.2022 12:15 - 01.09.2022 12:30","5113","5003"
"01.09.2022 12:30 - 01.09.2022 12:45","5180","5022"
"01.09.2022 12:45 - 01.09.2022 13:00","5272","5004"
"01.09.2022 13:00 - 01.09.2022 13:15","5180","4989"
"01.09.2022 13:15 - 01.09.2022 13:30","5177","4953"
"01.09.2022 13:30 - 01.09.2022 13:45","5130","4934"
"01.09.2022 13:45 - 01.09.2022 14:00","5019","4858"
"01.09.2022 14:00 - 01.09.2022 14:15","5059","4902"
"01.09.2022 14:15 - 01.09.2022 14:30","5092","4909"
"01.09.2022 14:30 - 01.09.2022 14:45","5144","4920"
"01.09.2022 14:45 - 01.09.2022 15:00","5212","4936"
"01.09.2022 15:00 - 01.09.2022 15:15","5251","4967"
"01.09.2022 15:15 - 01.09.2022 15:30","5284","4968"
"01.09.2022 15:30 - 01.09.2022 15:45","5307","5012"
"01.09.2022 15:45 - 01.09.2022 16:00","5305","5016"
"01.09.2022 16:00 - 01.09.2022 16:15","5311","5019"
"01.09.2022 16:15 - 01.09.2022 16:30","5291","5025"
"01.09.2022 16:30 - 01.09.2022 16:45","5288","5047"
"01.09.2022 16:45 - 01.09.2022 17:00","5291","5039"
"01.09.2022 17:00 - 01.09.2022 17:15","5282","5017"
"01.09.2022 17:15 - 01.09.2022 17:30","5285","5013"
"01.09.2022 17:30 - 01.09.2022 17:45","5274","5024"
"01.09.2022 17:45 - 01.09.2022 18:00","5256","5031"
"01.09.2022 18:00 - 01.09.2022 18:15","5250","5054"
"01.09.2022 18:15 - 01.09.2022 18:30","5243","5078"
"01.09.2022 18:30 - 01.09.2022 18:45","5272","5108"
"01.09.2022 18:45 - 01.09.2022 19:00","5257","5139"
"01.09.2022 19:00 - 01.09.2022 19:15","5195","5158"
"01.09.2022 19:15 - 01.09.2022 19:30","5211","5181"
"01.09.2022 19:30 - 01.09.2022 19:45","5261","5261"
"01.09.2022 19:45 - 01.09.2022 20:00","5340","5354"
"01.09.2022 20:00 - 01.09.2022 20:15","5410","5321"
"01.09.2022 20:15 - 01.09.2022 20:30","5408","5269"
"01.09.2022 20:30 - 01.09.2022 20:45","5380","5245"
"01.09.2022 20:45 - 01.09.2022 21:00","5324","5172"
"01.09.2022 21:00 - 01.09.2022 21:15","5233","5109"
