MTU (CET/CEST),Generation - Solar  [MW] Day Ahead/ Norway (NO),Generation - Solar  [MW] Day Ahead/ Norway (NO),Generation - Solar  [MW] Day Ahead/ Norway (NO),Generation - Wind Offshore  [MW] Day Ahead/ Norway (NO),Generation - Wind Offshore  [MW] Day Ahead/ Norway (NO),Generation - Wind Offshore  [MW] Day Ahead/ Norway (NO),Generation - Wind Onshore  [MW] Day Ahead/ Norway (NO),Generation - Wind Onshore  [MW] Day Ahead/ Norway (NO),Generation - Wind Onshore  [MW] Day Ahead/ Norway (NO)
09.07.2022 03:00 - 09.07.2022 04:00,0,0,0,0,0,0,2340,2340,2340
09.07.2022 04:00 - 09.07.2022 05:00,0,0,0,0,0,0,2241,2241,2241
09.07.2022 05:00 - 09.07.2022 06:00,0,0,0,0,0,0,2281,2281,2281
09.07.2022 06:00 - 09.07.2022 07:00,0,0,0,0,0,0,2219,2219,2219
09.07.2022 07:00 - 09.07.2022 08:00,0,0,0,0,0,0,2249,2249,2249
09.07.2022 08:00 - 09.07.2022 09:00,0,0,0,0,0,0,2343,2343,2343
09.07.2022 09:00 - 09.07.2022 10:00,0,0,0,0,0,0,2276,2276,2276
09.07.2022 10:00 - 09.07.2022 11:00,0,0,0,0,0,0,2251,2251,2251
09.07.2022 11:00 - 09.07.2022 12:00,0,0,0,0,0,0,2268,2268,2268
09.07.2022 12:00 - 09.07.2022 13:00,0,0,0,0,0,0,2140,2140,2140
09.07.2022 13:00 - 09.07.2022 14:00,0,0,0,0,0,0,1997,1997,1997
09.07.2022 14:00 - 09.07.2022 15:00,0,0,0,0,0,0,2019,2019,2019
09.07.2022 15:00 - 09.07.2022 16:00,0,0,0,0,0,0,2024,2024,2024
09.07.2022 16:00 - 09.07.2022 17:00,0,0,0,0,0,0,1913,1913,1913
09.07.2022 17:00 - 09.07.2022 18:00,0,0,0,0,0,0,1908,1908,1908
09.07.2022 18:00 - 09.07.2022 19:00,0,0,0,0,0,0,1838,1838,1838
09.07.2022 19:00 - 09.07.2022 20:00,0,0,0,0,0,0,1850,1850,1850
09.07.2022 20:00 - 09.07.2022 21:00,0,0,0,0,0,0,1795,1795,1795
09.07.2022 21:00 - 09.07.2022 22:00,0,0,0,0,0,0,1694,1694,1694
09.07.2022 22:00 - 09.07.2022 23:00,0,0,0,0,0,0,1622,1622,1622
09.07.2022 23:00 - 10.07.2022 00:00,0,0,0,0,0,0,1594,1594,1594
10.07.2022 00:00 - 10.07.2022 01:00,0,0,0,0,0,0,1514,1514,1514
10.07.2022 01:00 - 10.07.2022 02:00,0,0,0,0,0,0,1470,1470,1470
10.07.2022 02:00 - 10.07.2022 03:00,0,0,0,0,0,0,1441,1441,1441
10.07.2022 03:00 - 10.07.2022 04:00,0,0,0,0,0,0,1436,1436,1436
10.07.2022 04:00 - 10.07.2022 05:00,0,0,0,0,0,0,1365,1365,1365
10.07.2022 05:00 - 10.07.2022 06:00,0,0,0,0,0,0,1236,1236,1236
10.07.2022 06:00 - 10.07.2022 07:00,0,0,0,0,0,0,1207,1207,1207
10.07.2022 07:00 - 10.07.2022 08:00,0,0,0,0,0,0,1191,1191,1191
10.07.2022 08:00 - 10.07.2022 09:00,0,0,0,0,0,0,1094,1094,1094
10.07.2022 09:00 - 10.07.2022 10:00,0,0,0,0,0,0,975,975,975
10.07.2022 10:00 - 10.07.2022 11:00,0,0,0,0,0,0,940,940,940
10.07.2022 11:00 - 10.07.2022 12:00,0,0,0,0,0,0,864,864,864
10.07.2022 12:00 - 10.07.2022 13:00,0,0,0,0,0,0,897,897,897
10.07.2022 13:00 - 10.07.2022 14:00,0,0,0,0,0,0,895,895,895
10.07.2022 14:00 - 10.07.2022 15:00,0,0,0,0,0,0,930,930,930
10.07.2022 15:00 - 10.07.2022 16:00,0,0,0,0,0,0,925,925,925
10.07.2022 16:00 - 10.07.2022 17:00,0,0,0,0,0,0,886,886,886
10.07.2022 17:00 - 10.07.2022 18:00,0,0,0,0,0,0,846,846,846
10.07.2022 18:00 - 10.07.2022 19:00,0,0,0,0,0,0,780,780,780
10.07.2022 19:00 - 10.07.2022 20:00,0,0,0,0,0,0,704,704,704
10.07.2022 20:00 - 10.07.2022 21:00,0,0,0,0,0,0,598,598,598
10.07.2022 21:00 - 10.07.2022 22:00,0,0,0,0,0,0,560,560,560
10.07.2022 22:00 - 10.07.2022 23:00,0,0,0,0,0,0,584,584,584
10.07.2022 23:00 - 11.07.2022 00:00,0,0,0,0,0,0,582,582,582
11.07.2022 00:00 - 11.07.2022 01:00,0,0,0,0,0,0,605,605,605
11.07.2022 01:00 - 11.07.2022 02:00,0,0,0,0,0,0,684,684,684
11.07.2022 02:00 - 11.07.2022 03:00,0,0,0,0,0,0,692,692,692
11.07.2022 03:00 - 11.07.2022 04:00,0,0,0,0,0,0,656,656,656
11.07.2022 04:00 - 11.07.2022 05:00,0,0,0,0,0,0,621,621,621
11.07.2022 05:00 - 11.07.2022 06:00,0,0,0,0,0,0,541,541,541
11.07.2022 06:00 - 11.07.2022 07:00,0,0,0,0,0,0,479,479,479
11.07.2022 07:00 - 11.07.2022 08:00,0,0,0,0,0,0,416,416,416
11.07.2022 08:00 - 11.07.2022 09:00,0,0,0,0,0,0,402,402,402
11.07.2022 09:00 - 11.07.2022 10:00,0,0,0,0,0,0,407,407,407
11.07.2022 10:00 - 11.07.2022 11:00,0,0,0,0,0,0,397,397,397
11.07.2022 11:00 - 11.07.2022 12:00,0,0,0,0,0,0,427,427,427
11.07.2022 12:00 - 11.07.2022 13:00,0,0,0,0,0,0,489,489,489
11.07.2022 13:00 - 11.07.2022 14:00,0,0,0,0,0,0,544,544,544
11.07.2022 14:00 - 11.07.2022 15:00,0,0,0,0,0,0,546,546,546
11.07.2022 15:00 - 11.07.2022 16:00,0,0,0,0,0,0,521,521,521
11.07.2022 16:00 - 11.07.2022 17:00,0,0,0,0,0,0,572,572,572
11.07.2022 17:00 - 11.07.2022 18:00,0,0,0,0,0,0,556,556,556
11.07.2022 18:00 - 11.07.2022 19:00,0,0,0,0,0,0,468,468,468
11.07.2022 19:00 - 11.07.2022 20:00,0,0,0,0,0,0,390,390,390
11.07.2022 20:00 - 11.07.2022 21:00,0,0,0,0,0,0,302,302,302
11.07.2022 21:00 - 11.07.2022 22:00,0,0,0,0,0,0,315,315,315
11.07.2022 22:00 - 11.07.2022 23:00,0,0,0,0,0,0,392,392,392
11.07.2022 23:00 - 12.07.2022 00:00,0,0,0,0,0,0,461,461,461
12.07.2022 00:00 - 12.07.2022 01:00,0,0,0,0,0,0,629,629,629
12.07.2022 01:00 - 12.07.2022 02:00,0,0,0,0,0,0,846,846,846
12.07.2022 02:00 - 12.07.2022 03:00,0,0,0,0,0,0,1081,1081,1081
12.07.2022 03:00 - 12.07.2022 04:00,0,0,0,0,0,0,1351,1351,1351
12.07.2022 04:00 - 12.07.2022 05:00,0,0,0,0,0,0,1497,1497,1497
12.07.2022 05:00 - 12.07.2022 06:00,0,0,0,0,0,0,1576,1576,1576
12.07.2022 06:00 - 12.07.2022 07:00,0,0,0,0,0,0,1647,1647,1647
12.07.2022 07:00 - 12.07.2022 08:00,0,0,0,0,0,0,1648,1648,1648
12.07.2022 08:00 - 12.07.2022 09:00,0,0,0,0,0,0,1566,1566,1566
12.07.2022 09:00 - 12.07.2022 10:00,0,0,0,0,0,0,1434,1434,1434
12.07.2022 10:00 - 12.07.2022 11:00,0,0,0,0,0,0,1321,1321,1321
12.07.2022 11:00 - 12.07.2022 12:00,0,0,0,0,0,0,1229,1229,1229
12.07.2022 12:00 - 12.07.2022 13:00,0,0,0,0,0,0,1087,1087,1087
12.07.2022 13:00 - 12.07.2022 14:00,0,0,0,0,0,0,978,978,978
12.07.2022 14:00 - 12.07.2022 15:00,0,0,0,0,0,0,927,927,927
12.07.2022 15:00 - 12.07.2022 16:00,0,0,0,0,0,0,973,973,973
12.07.2022 16:00 - 12.07.2022 17:00,0,0,0,0,0,0,872,872,872
12.07.2022 17:00 - 12.07.2022 18:00,0,0,0,0,0,0,855,855,855
12.07.2022 18:00 - 12.07.2022 19:00,0,0,0,0,0,0,759,759,759
12.07.2022 19:00 - 12.07.2022 20:00,0,0,0,0,0,0,719,719,719
12.07.2022 20:00 - 12.07.2022 21:00,0,0,0,0,0,0,741,741,741
12.07.2022 21:00 - 12.07.2022 22:00,0,0,0,0,0,0,777,777,777
12.07.2022 22:00 - 12.07.2022 23:00,0,0,0,0,0,0,920,920,920
12.07.2022 23:00 - 13.07.2022 00:00,0,0,0,0,0,0,1017,1017,1017
13.07.2022 00:00 - 13.07.2022 01:00,0,0,0,0,0,0,1070,1070,1070
13.07.2022 01:00 - 13.07.2022 02:00,0,0,0,0,0,0,1045,1045,1045
13.07.2022 02:00 - 13.07.2022 03:00,0,0,0,0,0,0,942,942,942
13.07.2022 03:00 - 13.07.2022 04:00,0,0,0,0,0,0,925,925,925
13.07.2022 04:00 - 13.07.2022 05:00,0,0,0,0,0,0,822,822,822
13.07.2022 05:00 - 13.07.2022 06:00,0,0,0,0,0,0,813,813,813
13.07.2022 06:00 - 13.07.2022 07:00,0,0,0,0,0,0,733,733,733
13.07.2022 07:00 - 13.07.2022 08:00,0,0,0,0,0,0,725,725,725
13.07.2022 08:00 - 13.07.2022 09:00,0,0,0,0,0,0,794,794,794
13.07.2022 09:00 - 13.07.2022 10:00,0,0,0,0,0,0,951,951,951
13.07.2022 10:00 - 13.07.2022 11:00,0,0,0,0,0,0,1128,1128,1128
13.07.2022 11:00 - 13.07.2022 12:00,0,0,0,0,0,0,1332,1332,1332
13.07.2022 12:00 - 13.07.2022 13:00,0,0,0,0,0,0,1416,1416,1416
13.07.2022 13:00 - 13.07.2022 14:00,0,0,0,0,0,0,1497,1497,1497
13.07.2022 14:00 - 13.07.2022 15:00,0,0,0,0,0,0,1632,1632,1632
13.07.2022 15:00 - 13.07.2022 16:00,0,0,0,0,0,0,1793,1793,1793
13.07.2022 16:00 - 13.07.2022 17:00,0,0,0,0,0,0,1885,1885,1885
13.07.2022 17:00 - 13.07.2022 18:00,0,0,0,0,0,0,1941,1941,1941
13.07.2022 18:00 - 13.07.2022 19:00,0,0,0,0,0,0,1905,1905,1905
13.07.2022 19:00 - 13.07.2022 20:00,0,0,0,0,0,0,1967,1967,1967
13.07.2022 20:00 - 13.07.2022 21:00,0,0,0,0,0,0,1817,1817,1817
13.07.2022 21:00 - 13.07.2022 22:00,0,0,0,0,0,0,1623,1623,1623
13.07.2022 22:00 - 13.07.2022 23:00,0,0,0,0,0,0,1623,1623,1623
13.07.2022 23:00 - 14.07.2022 00:00,0,0,0,0,0,0,1525,1525,1525
14.07.2022 00:00 - 14.07.2022 01:00,0,0,0,0,0,0,1580,1580,1580
14.07.2022 01:00 - 14.07.2022 02:00,0,0,0,0,0,0,1585,1585,1585
14.07.2022 02:00 - 14.07.2022 03:00,0,0,0,0,0,0,1609,1609,1609
14.07.2022 03:00 - 14.07.2022 04:00,0,0,0,0,0,0,1540,1540,1540
14.07.2022 04:00 - 14.07.2022 05:00,0,0,0,0,0,0,1450,1450,1450
14.07.2022 05:00 - 14.07.2022 06:00,0,0,0,0,0,0,1497,1497,1497
14.07.2022 06:00 - 14.07.2022 07:00,0,0,0,0,0,0,1516,1516,1516
14.07.2022 07:00 - 14.07.2022 08:00,0,0,0,0,0,0,1583,1583,1583
14.07.2022 08:00 - 14.07.2022 09:00,0,0,0,0,0,0,1709,1709,1709
14.07.2022 09:00 - 14.07.2022 10:00,0,0,0,0,0,0,1714,1714,1714
14.07.2022 10:00 - 14.07.2022 11:00,0,0,0,0,0,0,1690,1690,1690
14.07.2022 11:00 - 14.07.2022 12:00,0,0,0,0,0,0,1744,1744,1744
14.07.2022 12:00 - 14.07.2022 13:00,0,0,0,0,0,0,1880,1880,1880
14.07.2022 13:00 - 14.07.2022 14:00,0,0,0,0,0,0,2048,2048,2048
14.07.2022 14:00 - 14.07.2022 15:00,0,0,0,0,0,0,2207,2207,2207
14.07.2022 15:00 - 14.07.2022 16:00,0,0,0,0,0,0,2326,2326,2326
14.07.2022 16:00 - 14.07.2022 17:00,0,0,0,0,0,0,2487,2487,2487
14.07.2022 17:00 - 14.07.2022 18:00,0,0,0,0,0,0,2584,2584,2584
14.07.2022 18:00 - 14.07.2022 19:00,0,0,0,0,0,0,2654,2654,2654
14.07.2022 19:00 - 14.07.2022 20:00,0,0,0,0,0,0,2724,2724,2724
14.07.2022 20:00 - 14.07.2022 21:00,0,0,0,0,0,0,2633,2633,2633
14.07.2022 21:00 - 14.07.2022 22:00,0,0,0,0,0,0,2568,2568,2568
14.07.2022 22:00 - 14.07.2022 23:00,0,0,0,0,0,0,2448,2448,2448
14.07.2022 23:00 - 15.07.2022 00:00,0,0,0,0,0,0,2330,2330,2330
15.07.2022 00:00 - 15.07.2022 01:00,0,0,0,0,0,0,1935,1935,1935
15.07.2022 01:00 - 15.07.2022 02:00,0,0,0,0,0,0,1834,1834,1834
15.07.2022 02:00 - 15.07.2022 03:00,0,0,0,0,0,0,1737,1737,1737
15.07.2022 03:00 - 15.07.2022 04:00,0,0,0,0,0,0,1595,1595,1595
15.07.2022 04:00 - 15.07.2022 05:00,0,0,0,0,0,0,1534,1534,1534
15.07.2022 05:00 - 15.07.2022 06:00,0,0,0,0,0,0,1473,1473,1473
15.07.2022 06:00 - 15.07.2022 07:00,0,0,0,0,0,0,1509,1509,1509
15.07.2022 07:00 - 15.07.2022 08:00,0,0,0,0,0,0,1544,1544,1544
15.07.2022 08:00 - 15.07.2022 09:00,0,0,0,0,0,0,1560,1560,1560
15.07.2022 09:00 - 15.07.2022 10:00,0,0,0,0,0,0,1633,1633,1633
15.07.2022 10:00 - 15.07.2022 11:00,0,0,0,0,0,0,1556,1556,1556
15.07.2022 11:00 - 15.07.2022 12:00,0,0,0,0,0,0,1487,1487,1487
15.07.2022 12:00 - 15.07.2022 13:00,0,0,0,0,0,0,1400,1400,1400
15.07.2022 13:00 - 15.07.2022 14:00,0,0,0,0,0,0,1381,1381,1381
15.07.2022 14:00 - 15.07.2022 15:00,0,0,0,0,0,0,1481,1481,1481
15.07.2022 15:00 - 15.07.2022 16:00,0,0,0,0,0,0,1492,1492,1492
15.07.2022 16:00 - 15.07.2022 17:00,0,0,0,0,0,0,1465,1465,1465
15.07.2022 17:00 - 15.07.2022 18:00,0,0,0,0,0,0,1394,1394,1394
15.07.2022 18:00 - 15.07.2022 19:00,0,0,0,0,0,0,1383,1383,1383
15.07.2022 19:00 - 15.07.2022 20:00,0,0,0,0,0,0,1298,1298,1298
15.07.2022 20:00 - 15.07.2022 21:00,0,0,0,0,0,0,1297,1297,1297
15.07.2022 21:00 - 15.07.2022 22:00,0,0,0,0,0,0,1260,1260,1260
15.07.2022 22:00 - 15.07.2022 23:00,0,0,0,0,0,0,1331,1331,1331
15.07.2022 23:00 - 16.07.2022 00:00,0,0,0,0,0,0,1419,1419,1419
16.07.2022 00:00 - 16.07.2022 01:00,0,0,0,0,0,0,1594,1594,1594
16.07.2022 01:00 - 16.07.2022 02:00,0,0,0,0,0,0,1687,1687,1687
16.07.2022 02:00 - 16.07.2022 03:00,0,0,0,0,0,0,1652,1652,1652
16.07.2022 03:00 - 16.07.2022 04:00,0,0,0,0,0,0,1754,1754,1754
16.07.2022 04:00 - 16.07.2022 05:00,0,0,0,0,0,0,1869,1869,1869
16.07.2022 05:00 - 16.07.2022 06:00,0,0,0,0,0,0,1861,1861,1861
16.07.2022 06:00 - 16.07.2022 07:00,0,0,0,0,0,0,1796,1796,1796
16.07.2022 07:00 - 16.07.2022 08:00,0,0,0,0,0,0,1712,1712,1712
16.07.2022 08:00 - 16.07.2022 09:00,0,0,0,0,0,0,1697,1697,1697
16.07.2022 09:00 - 16.07.2022 10:00,0,0,0,0,0,0,1769,1769,1769
16.07.2022 10:00 - 16.07.2022 11:00,0,0,0,0,0,0,1779,1779,1779
16.07.2022 11:00 - 16.07.2022 12:00,0,0,0,0,0,0,1763,1763,1763
16.07.2022 12:00 - 16.07.2022 13:00,0,0,0,0,0,0,1706,1706,1706
16.07.2022 13:00 - 16.07.2022 14:00,0,0,0,0,0,0,1837,1837,1837
16.07.2022 14:00 - 16.07.2022 15:00,0,0,0,0,0,0,1782,1782,1782
16.07.2022 15:00 - 16.07.2022 16:00,0,0,0,0,0,0,1773,1773,1773
16.07.2022 16:00 - 16.07.2022 17:00,0,0,0,0,0,0,1789,1789,1789
16.07.2022 17:00 - 16.07.2022 18:00,0,0,0,0,0,0,2062,2062,2062
16.07.2022 18:00 - 16.07.2022 19:00,0,0,0,0,0,0,2004,2004,2004
16.07.2022 19:00 - 16.07.2022 20:00,0,0,0,0,0,0,2041,2041,2041
16.07.2022 20:00 - 16.07.2022 21:00,0,0,0,0,0,0,2010,2010,2010
16.07.2022 21:00 - 16.07.2022 22:00,0,0,0,0,0,0,1855,1855,1855
16.07.2022 22:00 - 16.07.2022 23:00,0,0,0,0,0,0,1723,1723,1723
16.07.2022 23:00 - 17.07.2022 00:00,0,0,0,0,0,0,1636,1636,1636
17.07.2022 00:00 - 17.07.2022 01:00,0,0,0,0,0,0,1496,1496,1496
17.07.2022 01:00 - 17.07.2022 02:00,0,0,0,0,0,0,1444,1444,1444
17.07.2022 02:00 - 17.07.2022 03:00,0,0,0,0,0,0,1372,1372,1372
17.07.2022 03:00 - 17.07.2022 04:00,0,0,0,0,0,0,1169,1169,1169
17.07.2022 04:00 - 17.07.2022 05:00,0,0,0,0,0,0,1044,1044,1044
17.07.2022 05:00 - 17.07.2022 06:00,0,0,0,0,0,0,920,920,920
17.07.2022 06:00 - 17.07.2022 07:00,0,0,0,0,0,0,795,795,795
17.07.2022 07:00 - 17.07.2022 08:00,0,0,0,0,0,0,738,738,738
17.07.2022 08:00 - 17.07.2022 09:00,0,0,0,0,0,0,731,731,731
17.07.2022 09:00 - 17.07.2022 10:00,0,0,0,0,0,0,802,802,802
17.07.2022 10:00 - 17.07.2022 11:00,0,0,0,0,0,0,887,887,887
17.07.2022 11:00 - 17.07.2022 12:00,0,0,0,0,0,0,1047,1047,1047
17.07.2022 12:00 - 17.07.2022 13:00,0,0,0,0,0,0,1183,1183,1183
17.07.2022 13:00 - 17.07.2022 14:00,0,0,0,0,0,0,1316,1316,1316
17.07.2022 14:00 - 17.07.2022 15:00,0,0,0,0,0,0,1409,1409,1409
17.07.2022 15:00 - 17.07.2022 16:00,0,0,0,0,0,0,1586,1586,1586
17.07.2022 16:00 - 17.07.2022 17:00,0,0,0,0,0,0,1501,1501,1501
17.07.2022 17:00 - 17.07.2022 18:00,0,0,0,0,0,0,1534,1534,1534
17.07.2022 18:00 - 17.07.2022 19:00,0,0,0,0,0,0,1399,1399,1399
17.07.2022 19:00 - 17.07.2022 20:00,0,0,0,0,0,0,1205,1205,1205
17.07.2022 20:00 - 17.07.2022 21:00,0,0,0,0,0,0,1138,1138,1138
17.07.2022 21:00 - 17.07.2022 22:00,0,0,0,0,0,0,1118,1118,1118
17.07.2022 22:00 - 17.07.2022 23:00,0,0,0,0,0,0,1166,1166,1166
17.07.2022 23:00 - 18.07.2022 00:00,0,0,0,0,0,0,1286,1286,1286
18.07.2022 00:00 - 18.07.2022 01:00,0,0,0,0,0,0,1290,1290,1290
18.07.2022 01:00 - 18.07.2022 02:00,0,0,0,0,0,0,1398,1398,1398
18.07.2022 02:00 - 18.07.2022 03:00,0,0,0,0,0,0,1382,1382,1382
18.07.2022 03:00 - 18.07.2022 04:00,0,0,0,0,0,0,1345,1345,1345
18.07.2022 04:00 - 18.07.2022 05:00,0,0,0,0,0,0,1217,1217,1217
18.07.2022 05:00 - 18.07.2022 06:00,0,0,0,0,0,0,1068,1068,1068
18.07.2022 06:00 - 18.07.2022 07:00,0,0,0,0,0,0,984,984,984
18.07.2022 07:00 - 18.07.2022 08:00,0,0,0,0,0,0,848,848,848
18.07.2022 08:00 - 18.07.2022 09:00,0,0,0,0,0,0,791,791,791
18.07.2022 09:00 - 18.07.2022 10:00,0,0,0,0,0,0,761,761,761
18.07.2022 10:00 - 18.07.2022 11:00,0,0,0,0,0,0,843,843,843
18.07.2022 11:00 - 18.07.2022 12:00,0,0,0,0,0,0,948,948,948
18.07.2022 12:00 - 18.07.2022 13:00,0,0,0,0,0,0,1027,1027,1027
18.07.2022 13:00 - 18.07.2022 14:00,0,0,0,0,0,0,1122,1122,1122
18.07.2022 14:00 - 18.07.2022 15:00,0,0,0,0,0,0,1233,1233,1233
18.07.2022 15:00 - 18.07.2022 16:00,0,0,0,0,0,0,1255,1255,1255
18.07.2022 16:00 - 18.07.2022 17:00,0,0,0,0,0,0,1324,1324,1324
18.07.2022 17:00 - 18.07.2022 18:00,0,0,0,0,0,0,1295,1295,1295
18.07.2022 18:00 - 18.07.2022 19:00,0,0,0,0,0,0,1282,1282,1282
18.07.2022 19:00 - 18.07.2022 20:00,0,0,0,0,0,0,1195,1195,1195
18.07.2022 20:00 - 18.07.2022 21:00,0,0,0,0,0,0,1101,1101,1101
18.07.2022 21:00 - 18.07.2022 22:00,0,0,0,0,0,0,1084,1084,1084
18.07.2022 22:00 - 18.07.2022 23:00,0,0,0,0,0,0,1040,1040,1040
18.07.2022 23:00 - 19.07.2022 00:00,0,0,0,0,0,0,1048,1048,1048
19.07.2022 00:00 - 19.07.2022 01:00,0,0,0,0,0,0,998,998,998
19.07.2022 01:00 - 19.07.2022 02:00,0,0,0,0,0,0,1029,1029,1029
19.07.2022 02:00 - 19.07.2022 03:00,0,0,0,0,0,0,905,905,905
19.07.2022 03:00 - 19.07.2022 04:00,0,0,0,0,0,0,828,828,828
19.07.2022 04:00 - 19.07.2022 05:00,0,0,0,0,0,0,695,695,695
19.07.2022 05:00 - 19.07.2022 06:00,0,0,0,0,0,0,656,656,656
19.07.2022 06:00 - 19.07.2022 07:00,0,0,0,0,0,0,530,530,530
19.07.2022 07:00 - 19.07.2022 08:00,0,0,0,0,0,0,412,412,412
19.07.2022 08:00 - 19.07.2022 09:00,0,0,0,0,0,0,310,310,310
19.07.2022 09:00 - 19.07.2022 10:00,0,0,0,0,0,0,277,277,277
19.07.2022 10:00 - 19.07.2022 11:00,0,0,0,0,0,0,299,299,299
19.07.2022 11:00 - 19.07.2022 12:00,0,0,0,0,0,0,340,340,340
19.07.2022 12:00 - 19.07.2022 13:00,0,0,0,0,0,0,418,418,418
19.07.2022 13:00 - 19.07.2022 14:00,0,0,0,0,0,0,512,512,512
19.07.2022 14:00 - 19.07.2022 15:00,0,0,0,0,0,0,600,600,600
19.07.2022 15:00 - 19.07.2022 16:00,0,0,0,0,0,0,654,654,654
19.07.2022 16:00 - 19.07.2022 17:00,0,0,0,0,0,0,752,752,752
19.07.2022 17:00 - 19.07.2022 18:00,0,0,0,0,0,0,795,795,795
19.07.2022 18:00 - 19.07.2022 19:00,0,0,0,0,0,0,828,828,828
19.07.2022 19:00 - 19.07.2022 20:00,0,0,0,0,0,0,944,944,944
19.07.2022 20:00 - 19.07.2022 21:00,0,0,0,0,0,0,1163,1163,1163
19.07.2022 21:00 - 19.07.2022 22:00,0,0,0,0,0,0,1362,1362,1362
19.07.2022 22:00 - 19.07.2022 23:00,0,0,0,0,0,0,1596,1596,1596
19.07.2022 23:00 - 20.07.2022 00:00,0,0,0,0,0,0,1723,1723,1723
20.07.2022 00:00 - 20.07.2022 01:00,0,0,0,0,0,0,1881,1881,1881
20.07.2022 01:00 - 20.07.2022 02:00,0,0,0,0,0,0,1918,1918,1918
20.07.2022 02:00 - 20.07.2022 03:00,0,0,0,0,0,0,2065,2065,2065
20.07.2022 03:00 - 20.07.2022 04:00,0,0,0,0,0,0,2117,2117,2117
20.07.2022 04:00 - 20.07.2022 05:00,0,0,0,0,0,0,2313,2313,2313
20.07.2022 05:00 - 20.07.2022 06:00,0,0,0,0,0,0,2343,2343,2343
20.07.2022 06:00 - 20.07.2022 07:00,0,0,0,0,0,0,2312,2312,2312
20.07.2022 07:00 - 20.07.2022 08:00,0,0,0,0,0,0,2039,2039,2039
20.07.2022 08:00 - 20.07.2022 09:00,0,0,0,0,0,0,1995,1995,1995
20.07.2022 09:00 - 20.07.2022 10:00,0,0,0,0,0,0,1849,1849,1849
20.07.2022 10:00 - 20.07.2022 11:00,0,0,0,0,0,0,1585,1585,1585
20.07.2022 11:00 - 20.07.2022 12:00,0,0,0,0,0,0,1438,1438,1438
20.07.2022 12:00 - 20.07.2022 13:00,0,0,0,0,0,0,1112,1112,1112
20.07.2022 13:00 - 20.07.2022 14:00,0,0,0,0,0,0,982,982,982
20.07.2022 14:00 - 20.07.2022 15:00,0,0,0,0,0,0,912,912,912
20.07.2022 15:00 - 20.07.2022 16:00,0,0,0,0,0,0,790,790,790
20.07.2022 16:00 - 20.07.2022 17:00,0,0,0,0,0,0,670,670,670
20.07.2022 17:00 - 20.07.2022 18:00,0,0,0,0,0,0,585,585,585
20.07.2022 18:00 - 20.07.2022 19:00,0,0,0,0,0,0,515,515,515
20.07.2022 19:00 - 20.07.2022 20:00,0,0,0,0,0,0,464,464,464
20.07.2022 20:00 - 20.07.2022 21:00,0,0,0,0,0,0,468,468,468
20.07.2022 21:00 - 20.07.2022 22:00,0,0,0,0,0,0,435,435,435
20.07.2022 22:00 - 20.07.2022 23:00,0,0,0,0,0,0,434,434,434
20.07.2022 23:00 - 21.07.2022 00:00,0,0,0,0,0,0,496,496,496
21.07.2022 00:00 - 21.07.2022 01:00,0,0,0,0,0,0,622,622,622
21.07.2022 01:00 - 21.07.2022 02:00,0,0,0,0,0,0,689,689,689
21.07.2022 02:00 - 21.07.2022 03:00,0,0,0,0,0,0,649,649,649
21.07.2022 03:00 - 21.07.2022 04:00,0,0,0,0,0,0,662,662,662
21.07.2022 04:00 - 21.07.2022 05:00,0,0,0,0,0,0,735,735,735
21.07.2022 05:00 - 21.07.2022 06:00,0,0,0,0,0,0,755,755,755
21.07.2022 06:00 - 21.07.2022 07:00,0,0,0,0,0,0,785,785,785
21.07.2022 07:00 - 21.07.2022 08:00,0,0,0,0,0,0,802,802,802
21.07.2022 08:00 - 21.07.2022 09:00,0,0,0,0,0,0,824,824,824
21.07.2022 09:00 - 21.07.2022 10:00,0,0,0,0,0,0,872,872,872
21.07.2022 10:00 - 21.07.2022 11:00,0,0,0,0,0,0,881,881,881
21.07.2022 11:00 - 21.07.2022 12:00,0,0,0,0,0,0,975,975,975
21.07.2022 12:00 - 21.07.2022 13:00,0,0,0,0,0,0,988,988,988
21.07.2022 13:00 - 21.07.2022 14:00,0,0,0,0,0,0,1103,1103,1103
21.07.2022 14:00 - 21.07.2022 15:00,0,0,0,0,0,0,1194,1194,1194
21.07.2022 15:00 - 21.07.2022 16:00,0,0,0,0,0,0,1275,1275,1275
21.07.2022 16:00 - 21.07.2022 17:00,0,0,0,0,0,0,1453,1453,1453
21.07.2022 17:00 - 21.07.2022 18:00,0,0,0,0,0,0,1560,1560,1560
21.07.2022 18:00 - 21.07.2022 19:00,0,0,0,0,0,0,1739,1739,1739
21.07.2022 19:00 - 21.07.2022 20:00,0,0,0,0,0,0,1836,1836,1836
21.07.2022 20:00 - 21.07.2022 21:00,0,0,0,0,0,0,1836,1836,1836
21.07.2022 21:00 - 21.07.2022 22:00,0,0,0,0,0,0,1760,1760,1760
21.07.2022 22:00 - 21.07.2022 23:00,0,0,0,0,0,0,1796,1796,1796
21.07.2022 23:00 - 22.07.2022 00:00,0,0,0,0,0,0,1924,1924,1924
22.07.2022 00:00 - 22.07.2022 01:00,0,0,0,0,0,0,2005,2005,2005
22.07.2022 01:00 - 22.07.2022 02:00,0,0,0,0,0,0,2083,2083,2083
22.07.2022 02:00 - 22.07.2022 03:00,0,0,0,0,0,0,2097,2097,2097
